14115,47,0.819994,0.819994,306.323,1378838492989,24374,9
14116,47,0.649625,0.479256,142.426,1378838641060,9197,7
14117,47,0.555876,0.368379,984.136,1378838730839,5865,5
14118,47,0.642379,0.901887,993.515,1378838744737,7357,7
14119,47,0.687265,0.866812,975.42,1378838757762,8411,9
14120,47,0.692638,0.719502,177.159,1378838770380,2979,4
14121,47,0.584643,0,315.018,1378838776913,6952,7
14122,47,0.571904,0.48273,869.9,1378838788315,11152,10
14123,47,0.54157,0.298899,688.803,1378838804348,6956,8
14124,47,0.544224,0.568108,509.747,1378838814356,12770,10
14125,47,0.528553,0.663287,345.871,1378838831760,9749,9
14126,47,0.527402,0.467748,707.453,1378838844438,5620,7
14127,47,0.511285,0.207206,449.486,1378838852258,3863,5
14128,47,0.451288,0.301912,697.388,1378838858521,3816,6
14129,47,0.419217,0.546103,562.976,1378838865169,5919,10
14130,47,0.38398,0.367136,676.227,1378838874802,3742,5
14131,47,0.477784,0.874716,782.341,1378838881031,2415,4
14132,47,0.50472,0.752084,519.969,1378838886123,6701,10
14133,47,0.551924,0.770943,186.763,1378838895763,3259,5
14134,47,0.504036,0.0892274,451.759,1378838902140,5681,10
14135,47,0.374767,0,718.443,1378838910657,3042,4
14136,47,0.420554,0.925619,467.866,1378838916428,5059,6
14137,47,0.428027,0.281932,47.3241,1378838924063,7184,8
14138,47,0.478948,0.811123,697.791,1378838933643,7614,11
14139,47,0.46425,0.399125,898.344,1378838943918,6207,11
14140,47,0.497195,0.696582,366.277,1378838952900,4400,9
14141,47,0.49401,0.842869,516.564,1378838959582,5374,9
14142,47,0.428128,0.0932653,113.777,1378838968483,5236,8
14143,47,0.412755,0.617212,151.564,1378838976741,5521,8
14144,47,0.495506,0.916731,735.562,1378838984535,3154,5
14145,47,0.646373,0.879272,983.765,1378838991578,2447,4
14146,47,0.627951,0.741393,445.943,1378838996210,4724,7
14147,47,0.695791,0.960339,382.182,1378839003391,3096,6
14148,47,0.634561,0.198823,295.659,1378839009011,3434,6
14149,47,0.623494,0.288451,440.573,1378839014472,6631,11
14150,47,0.626041,0.722053,336.638,1378839024249,4791,8
14151,47,0.623898,0.82144,441.713,1378839031866,8028,10
14152,47,0.653213,0.386414,299.699,1378839042254,6856,10
