11709,42,0.482459,0.482459,518.531,1378582238168,18326,8
11719,42,0.533131,0.583803,659.727,1378582362466,13464,10
11726,42,0.602435,0.741042,696.009,1378582401042,43102,11
11729,42,0.511113,0.237149,108.317,1378582463135,11143,11
11731,42,0.510211,0.506601,326.974,1378582479838,9928,8
11733,42,0.571006,0.874983,718.762,1378582495406,10071,10
11736,42,0.536927,0.33245,690.458,1378582511901,7720,6
11738,42,0.548221,0.627284,661.29,1378582531916,7920,7
11740,42,0.582623,0.857839,840.536,1378582545492,4440,4
11742,42,0.554132,0.297713,515.841,1378582558931,5601,4
11745,42,0.598085,0.921985,156.621,1378582569067,10048,8
11747,42,0.579998,0.402937,673.703,1378582585610,4096,4
11750,42,0.595244,0.893499,545.311,1378582594234,10208,10
11752,42,0.655275,0.837458,330.217,1378582610906,7216,8
11754,42,0.69415,0.895353,540.227,1378582622945,4048,4
11756,42,0.664156,0.575043,288.868,1378582630465,4136,4
11759,42,0.718635,0.877235,72.3985,1378582638281,9344,8
11760,42,0.700375,0.444684,967.236,1378582652504,3512,4
11763,42,0.677603,0.63012,447.766,1378582661040,6208,6
11765,42,0.684577,0.367456,934.376,1378582673159,7592,8
11767,42,0.685276,0.928975,609.091,1378582688958,4433,4
11772,42,0.728013,0.830304,567.292,1378582705926,58726,8
11773,42,0.683571,0.449077,239.488,1378582771292,6848,5
11775,42,0.587234,0,12.1347,1378582786395,5041,4
11777,42,0.549553,0.518541,589.917,1378582798035,4952,4
11778,42,0.55397,0.619209,173.24,1378582808331,7552,6
11781,42,0.543908,0.776617,450.486,1378582822210,10728,10
11783,42,0.552221,0.527812,434.459,1378582838770,7584,7
11786,42,0.546207,0.569979,70.4175,1378582851081,9113,6
11788,42,0.558877,0.494158,180.045,1378582862857,8736,6
11791,42,0.549732,0.837527,956.805,1378582877656,10504,10
11794,42,0.471157,0.0445582,936.67,1378582892264,14711,10
11796,42,0.523327,0.970774,869.843,1378582912887,8048,7
11800,42,0.599966,0.640485,455.167,1378582932334,11784,8
11803,42,0.629789,0.816776,735.279,1378582948830,9112,5
11805,42,0.656303,0.884344,813.734,1378582963294,5735,4
11807,42,0.669239,0.905977,889.761,1378582980453,9312,7
11809,42,0.695054,0.785959,968.734,1378582997748,14848,10
11812,42,0.73111,0.93054,654.156,1378583027131,8376,7
11814,42,0.722885,0.41191,773.553,1378583041354,7513,6
11816,42,0.710382,0.712502,277.98,1378583053730,7289,5
11820,42,0.782489,0.765624,111.177,1378583064874,13608,5
11823,42,0.778718,0.933061,851.199,1378583086481,15696,10
11826,42,0.794683,0.800134,275.413,1378583109040,14689,11
11829,42,0.781939,0.689337,479.824,1378583127272,15279,10
11831,42,0.755974,0.624695,444.886,1378583146647,16536,8
11834,42,0.687249,0.218731,727.279,1378583167575,7135,4
11836,42,0.664728,0.560744,575.595,1378583178502,17248,10
11838,42,0.649651,0.779772,928.5,1378583199685,10697,6
11840,42,0.6948,0.863399,362.509,1378583213901,15840,10
11843,42,0.696611,0.730614,93.0064,1378583234268,18720,11
11847,42,0.690518,0.704688,653.732,1378583263931,16240,8
11850,42,0.675682,0.784705,833.685,1378583283219,13463,11
11851,42,0.619484,0.238158,673.368,1378583300042,6320,5
11853,42,0.626733,0.76182,475.809,1378583310105,17576,10
11856,42,0.637596,0.733327,907.798,1378583337425,14831,10
11860,42,0.661362,0.456391,545.227,1378583362448,13007,7
11862,42,0.683506,0.782183,331.075,1378583386583,15752,8
11864,42,0.696071,0.905421,473.989,1378583410486,10944,9
11867,42,0.66322,0.534889,843.31,1378583434781,13912,10
11870,42,0.679968,0.8981,47.2007,1378583467701,6543,5
11872,42,0.686993,0.774932,711.654,1378583477356,12608,7
11874,42,0.676976,0.684541,697.716,1378583492531,5904,5
11877,42,0.744495,0.913349,390.783,1378583500955,10032,7
11880,42,0.739015,0.707019,345.017,1378583514418,12632,10
11882,42,0.759437,0.937542,973.206,1378583529666,11160,7
11884,42,0.777764,0.639662,310.263,1378583544906,13783,11
11886,42,0.768418,0.688722,640.699,1378583562681,12432,9
11889,42,0.737322,0.594465,37.8432,1378583578744,11288,7
11891,42,0.76838,0.845461,859.632,1378583595535,12057,8
11894,42,0.75025,0.716805,273.653,1378583611327,11312,8
11896,42,0.751821,0.790645,823.156,1378583625447,12624,10
11897,42,0.702804,0.194367,885.587,1378583640590,4169,4
11898,42,0.676075,0.646059,427.085,1378583647406,4112,4
11901,42,0.683661,0.782879,88.7084,1378583655430,9312,8
11903,42,0.675074,0.851675,901.301,1378583667726,12943,10
11906,42,0.664269,0.531607,229.855,1378583683709,4192,4
11907,42,0.616604,0.212073,320.802,1378583690716,4248,4
11910,42,0.619801,0.626444,886.901,1378583699164,10048,8
11911,42,0.603267,0.680118,270.134,1378583711948,14783,9
11913,42,0.602925,0.713387,231.336,1378583731083,5712,5
11916,42,0.620185,0.963247,753.87,1378583739483,13903,7
11918,42,0.663413,0.626637,956.773,1378583757754,7472,6
11920,42,0.660104,0.61297,363.919,1378583767802,6320,6
11922,42,0.665044,0.832285,955.539,1378583776585,12912,8
11925,42,0.663021,0.831446,168.425,1378583793409,20160,11
11927,42,0.676953,0.670929,545.341,1378583817304,12512,9
11929,42,0.724427,0.686806,755.503,1378583833800,10568,7
11932,42,0.739826,0.780438,465.151,1378583847743,13792,6
11934,42,0.751563,0.797483,73.7645,1378583865726,15592,11
11938,42,0.771592,0.913685,791.39,1378583883830,12560,9
11941,42,0.762399,0.871316,366.894,1378583906109,13744,9
11943,42,0.719228,0.194919,786.502,1378583923373,10127,9
11946,42,0.751846,0.939149,188.269,1378583936692,15464,9
11948,42,0.726523,0.579058,414.503,1378583957251,14216,11
11950,42,0.682204,0.388258,123.765,1378583977083,11792,10
11952,42,0.700146,0.850347,633.34,1378583992722,6056,6
11953,42,0.715297,0.838317,784.525,1378584002298,9032,9
11956,42,0.722917,0.856643,97.8071,1378584014330,8774,5
11958,42,0.731546,0.883765,680.757,1378584025553,9096,9
11960,42,0.689539,0.49362,812.163,1378584037264,7608,6
11962,42,0.684258,0.818502,41.3269,1378584047144,9584,10
11964,42,0.762857,0.980907,883.162,1378584060216,5720,5
11966,42,0.745864,0.769226,888.527,1378584068175,14920,11
11968,42,0.760354,0.72396,545.497,1378584087183,6952,6
11971,42,0.77079,0.492618,263.474,1378584096343,12152,8
11974,42,0.779624,0.938687,504.565,1378584113614,15296,10
11976,42,0.772388,0.765957,591.26,1378584139125,9512,9
11978,42,0.783856,0.97132,436.865,1378584151941,12480,10
11980,42,0.721425,0.259455,359.373,1378584167396,4064,4
11982,42,0.73487,0.628067,802.506,1378584173484,9384,7
11987,42,0.942913,0.942913,652.008,1378584190004,51054,3
11993,42,0.870374,0.797835,559.036,1378584276962,9382,9
11995,42,0.900159,0.959729,697.897,1378584289616,5816,5
11997,42,0.812067,0.547791,977.972,1378584297680,10807,10
11999,42,0.826367,0.883568,385.703,1378584316751,7048,6
12000,42,0.743312,0.328039,879.515,1378584327446,9520,9
12004,42,0.767558,0.91303,62.6772,1378584339959,13711,10
12006,42,0.736515,0.519218,912.475,1378584357670,13207,10
12009,42,0.737607,0.746337,138.332,1378584373589,9704,9
12011,42,0.723436,0.595904,920.93,1378584385637,9120,8
12014,42,0.673526,0.443805,814.412,1378584406852,8488,9
12016,42,0.62454,0.307982,379.525,1378584418763,5233,5
12018,42,0.591622,0.630543,17.4871,1378584425963,6464,6
12020,42,0.585911,0.490682,656.662,1378584438003,10088,8
12023,42,0.540317,0.427626,91.9655,1378584454122,7768,7
12024,42,0.602872,0.953594,245.019,1378584465218,3008,4
12027,42,0.578228,0.66659,507.633,1378584470114,11343,10
12029,42,0.59536,0.690541,136.289,1378584485009,10792,10
12030,42,0.552618,0.318916,74.9621,1378584497961,5168,5
12032,42,0.585158,0.921298,374.224,1378584505280,3104,4
12033,42,0.616838,0.760603,25.9415,1378584510728,8792,8
12035,42,0.610006,0.239663,937.452,1378584523520,5744,6
12037,42,0.607172,0.602211,318.932,1378584531216,8152,8
12038,42,0.618293,0.601891,342.602,1378584541552,9783,11
12040,42,0.658532,0.830017,315.058,1378584553815,4344,4
12041,42,0.655583,0.924105,908.531,1378584560167,11464,9
12043,42,0.686068,0.971432,366.194,1378584584542,11464,8
12046,42,0.684994,0.679803,141.448,1378584599078,7663,6
12048,42,0.730687,0.775848,410.012,1378584608989,6832,6
12049,42,0.728255,0.89698,977.648,1378584617925,5120,5
12050,42,0.722972,0.707768,508.669,1378584625724,7864,8
12052,42,0.771674,0.726683,736.381,1378584635524,8505,7
12054,42,0.757457,0.460048,200.027,1378584649068,11184,9
12057,42,0.791942,0.946739,634.324,1378584663203,12576,11
12058,42,0.80343,0.944892,826.126,1378584679187,11487,11
12062,42,0.73785,0.268311,124.559,1378584700850,7184,7
12064,42,0.689795,0.490879,842.116,1378584710234,4144,4
12067,42,0.713508,0.916933,742.329,1378584718194,12623,9
12069,42,0.716502,0.805782,125.773,1378584733417,9432,7
12073,42,0.700889,0.74085,325.818,1378584745681,13551,10
12075,42,0.711768,0.81656,344.32,1378584762400,10560,8
12077,42,0.682088,0.429884,22.7771,1378584776263,5704,5
12080,42,0.685592,0.495093,545.822,1378584784031,7256,6
12082,42,0.643411,0.52492,424.869,1378584793399,4592,5
12085,42,0.627823,0.789021,204.928,1378584802862,8904,10
12088,42,0.653069,0.520766,910.757,1378584814070,14344,11
12092,42,0.668516,0.645351,594.586,1378584831375,12142,11
12095,42,0.670717,0.938937,245.654,1378584846917,7984,8
12097,42,0.640414,0.502757,752.394,1378584856877,8184,9
12099,42,0.649388,0.830589,696.719,1378584866980,7016,8
12102,42,0.662127,0.943947,483.826,1378584876092,9248,10
12104,42,0.660521,0.413834,575.356,1378584892372,7719,7
12106,42,0.669175,0.581631,302.657,1378584902475,9136,10
12109,42,0.670125,0.534421,474.049,1378584914346,10481,11
12112,42,0.688,0.967769,468.728,1378584927194,15336,11
12114,42,0.733491,0.975674,704.335,1378584947841,4729,4
12117,42,0.767485,0.985288,754.091,1378584954665,5768,4
12118,42,0.719524,0.459329,966.618,1378584962352,6449,6
12122,42,0.763956,0.947077,218.612,1378584970833,12520,10
12124,42,0.779519,0.98622,780.933,1378584986288,6432,5
12126,42,0.782794,0.976696,504.06,1378584994752,5864,4
12128,42,0.809177,0.677661,790.259,1378585002472,11696,9
12131,42,0.720033,0,633.764,1378585016711,7384,5
12133,42,0.759328,0.927371,177.937,1378585026239,7960,4
12135,42,0.745238,0.826873,5.26689,1378585040638,7696,7
12137,42,0.705627,0.579563,437.967,1378585051366,4648,5
12139,42,0.639723,0.326244,503.597,1378585059118,7512,7
12140,42,0.649509,0.55719,456.491,1378585071861,9904,8
